t[ms];I[10A];Ue[V];P[W];E[J]
43,6;36,61;3,504;128,28;64,14
43,62;36,61;3,504;128,28;64,14
43,64;36,61;3,504;128,28;64,14
43,66;36,61;3,543;129,71;64,86
43,68;36,61;3,543;129,71;64,86
43,7;36,61;3,543;129,71;64,86
43,72;36,61;3,504;128,28;64,14
43,74;36,61;3,504;128,28;64,14
43,76;36,61;3,504;128,28;64,14
43,78;36,61;3,543;129,71;64,86
43,8;36,22;3,543;128,33;64,17
43,82;36,61;3,504;128,28;64,14
43,84;36,61;3,543;129,71;64,86
43,86;37,01;3,504;129,68;64,84
43,88;36,61;3,543;129,71;64,86
43,9;36,61;3,543;129,71;64,86
43,92;36,61;3,543;129,71;64,86
43,94;36,61;3,543;129,71;64,86
43,96;36,61;3,543;129,71;64,86
43,98;36,61;3,543;129,71;64,86
44;36,22;3,543;128,33;64,17
44,02;36,61;3,543;129,71;64,86
44,04;36,61;3,425;125,39;62,7
44,06;36,61;3,504;128,28;64,14
44,08;36,61;3,543;129,71;64,86
44,1;36,61;3,543;129,71;64,86
44,12;36,61;3,504;128,28;64,14
44,14;36,61;3,543;129,71;64,86
44,16;36,61;3,504;128,28;64,14
44,18;36,61;3,504;128,28;64,14
44,2;36,61;3,504;128,28;64,14
44,22;36,61;3,504;128,28;64,14
44,24;36,61;3,504;128,28;64,14
44,26;36,61;3,504;128,28;64,14
44,28;36,61;3,543;129,71;64,86
44,3;36,22;3,543;128,33;64,17
44,32;36,61;3,504;128,28;64,14
44,34;36,61;3,504;128,28;64,14
44,36;36,61;3,504;128,28;64,14
44,38;36,61;3,504;128,28;64,14
44,4;36,61;3,583;131,17;65,58
44,42;36,61;3,504;128,28;64,14
44,44;36,61;3,543;129,71;64,86
44,46;36,61;3,543;129,71;64,86
44,48;36,61;3,583;131,17;65,58
44,5;36,61;3,543;129,71;64,86
44,52;36,61;3,543;129,71;64,86
44,54;36,61;3,583;131,17;65,58
44,56;36,61;3,504;128,28;64,14
44,58;36,61;3,583;131,17;65,58
44,6;36,61;3,504;128,28;64,14
44,62;36,61;3,543;129,71;64,86
44,64;36,61;3,504;128,28;64,14
44,66;36,61;3,543;129,71;64,86
44,68;36,61;3,543;129,71;64,86
44,7;36,61;3,583;131,17;65,58
44,72;36,61;3,504;128,28;64,14
44,74;37,01;3,504;129,68;64,84
44,76;36,61;3,504;128,28;64,14
44,78;36,61;3,543;129,71;64,86
44,8;36,61;3,583;131,17;65,58
44,82;36,61;3,504;128,28;64,14
44,84;36,61;3,543;129,71;64,86
44,86;36,61;3,543;129,71;64,86
44,88;36,61;3,543;129,71;64,86
44,9;36,61;3,504;128,28;64,14
44,92;36,61;3,543;129,71;64,86
44,94;36,61;3,504;128,28;64,14
44,96;36,61;3,504;128,28;64,14
44,98;36,61;3,543;129,71;64,86
45;36,61;3,543;129,71;64,86
45,02;36,61;3,543;129,71;64,86
45,04;36,61;3,465;126,85;63,42
45,06;36,61;3,504;128,28;64,14
45,08;36,61;3,543;129,71;64,86
45,1;36,22;3,583;129,78;64,89
45,12;36,61;3,504;128,28;64,14
45,14;36,61;3,504;128,28;64,14
45,16;36,61;3,504;128,28;64,14
45,18;36,61;3,504;128,28;64,14
45,2;36,61;3,504;128,28;64,14
45,22;36,61;3,504;128,28;64,14
45,24;36,61;3,465;126,85;63,42
45,26;36,61;3,504;128,28;64,14
45,28;36,61;3,543;129,71;64,86
45,3;36,61;3,504;128,28;64,14
45,32;36,61;3,504;128,28;64,14
45,34;36,61;3,543;129,71;64,86
45,36;36,61;3,543;129,71;64,86
45,38;36,61;3,543;129,71;64,86
45,4;36,61;3,543;129,71;64,86
45,42;36,61;3,543;129,71;64,86
45,44;36,61;3,504;128,28;64,14
45,46;36,61;3,543;129,71;64,86
45,48;36,61;3,583;131,17;65,58
45,5;36,61;3,504;128,28;64,14
45,52;36,61;3,543;129,71;64,86
45,54;37,01;3,543;131,13;65,56
45,56;36,61;3,465;126,85;63,42
45,58;36,61;3,583;131,17;65,58
45,6;36,61;3,583;131,17;65,58
45,62;36,61;3,543;129,71;64,86
45,64;37,01;3,543;131,13;65,56
45,66;36,61;3,504;128,28;64,14
45,68;36,61;3,583;131,17;65,58
45,7;36,61;3,583;131,17;65,58
45,72;36,61;3,504;128,28;64,14
45,74;36,61;3,504;128,28;64,14
45,76;36,61;3,504;128,28;64,14
45,78;36,61;3,543;129,71;64,86
45,8;36,22;3,425;124,05;62,02
45,82;36,61;3,543;129,71;64,86
45,84;36,61;3,425;125,39;62,7
45,86;36,61;3,543;129,71;64,86
45,88;36,61;3,543;129,71;64,86
45,9;36,61;3,504;128,28;64,14
45,92;36,61;3,543;129,71;64,86
45,94;36,61;3,543;129,71;64,86
45,96;36,61;3,543;129,71;64,86
45,98;36,61;3,543;129,71;64,86
46;36,22;3,701;134,05;67,03
46,02;36,61;3,504;128,28;64,14
46,04;36,61;3,504;128,28;64,14
46,06;36,61;3,543;129,71;64,86
46,08;36,61;3,583;131,17;65,58
46,1;36,22;3,425;124,05;62,02
46,12;36,61;3,504;128,28;64,14
46,14;36,61;3,543;129,71;64,86
46,16;36,61;3,504;128,28;64,14
46,18;36,61;3,504;128,28;64,14
46,2;36,22;3,465;125,5;62,75
46,22;36,61;3,504;128,28;64,14
46,24;36,61;3,543;129,71;64,86
46,26;36,61;3,504;128,28;64,14
46,28;36,61;3,543;129,71;64,86
46,3;36,61;3,583;131,17;65,58
46,32;36,22;3,543;128,33;64,17
46,34;36,61;3,465;126,85;63,42
46,36;36,61;3,543;129,71;64,86
46,38;36,61;3,543;129,71;64,86
46,4;36,22;3,543;128,33;64,17
46,42;36,61;3,543;129,71;64,86
46,44;36,61;3,504;128,28;64,14
46,46;36,61;3,543;129,71;64,86
46,48;36,61;3,583;131,17;65,58
46,5;36,22;3,543;128,33;64,17
46,52;36,61;3,543;129,71;64,86
46,54;36,61;3,504;128,28;64,14
46,56;37,01;3,543;131,13;65,56
46,58;36,61;3,543;129,71;64,86
46,6;36,61;3,583;131,17;65,58
46,62;36,61;3,543;129,71;64,86
46,64;36,61;3,583;131,17;65,58
46,66;36,61;3,543;129,71;64,86
46,68;36,61;3,543;129,71;64,86
46,7;36,61;3,543;129,71;64,86
46,72;36,61;3,543;129,71;64,86
46,74;36,61;3,583;131,17;65,58
46,76;36,61;3,504;128,28;64,14
46,78;36,61;3,543;129,71;64,86
46,8;36,61;3,543;129,71;64,86
46,82;36,22;3,543;128,33;64,17
46,84;36,61;3,504;128,28;64,14
46,86;37,01;3,504;129,68;64,84
46,88;36,61;3,543;129,71;64,86
46,9;36,61;3,543;129,71;64,86
46,92;36,22;3,543;128,33;64,17
46,94;36,61;3,583;131,17;65,58
46,96;36,61;3,543;129,71;64,86
46,98;36,61;3,543;129,71;64,86
47;36,61;3,543;129,71;64,86
47,02;36,61;3,543;129,71;64,86
47,04;36,61;3,543;129,71;64,86
47,06;36,61;3,504;128,28;64,14
47,08;37,01;3,543;131,13;65,56
47,1;36,61;3,543;129,71;64,86
47,12;36,61;3,504;128,28;64,14
47,14;36,61;3,504;128,28;64,14
47,16;37,01;3,543;131,13;65,56
47,18;36,61;3,504;128,28;64,14
47,2;36,61;3,583;131,17;65,58
47,22;36,61;3,504;128,28;64,14
47,24;37,01;3,504;129,68;64,84
47,26;36,61;3,504;128,28;64,14
47,28;36,61;3,504;128,28;64,14
47,3;36,22;3,543;128,33;64,17
47,32;36,61;3,543;129,71;64,86
47,34;36,61;3,504;128,28;64,14
47,36;36,61;3,504;128,28;64,14
47,38;36,61;3,543;129,71;64,86
47,4;36,61;3,583;131,17;65,58
47,42;36,61;3,583;131,17;65,58
47,44;36,61;3,543;129,71;64,86
47,46;36,61;3,504;128,28;64,14
47,48;36,61;3,583;131,17;65,58
47,5;36,61;3,583;131,17;65,58
47,52;36,61;3,543;129,71;64,86
47,54;36,61;3,583;131,17;65,58
47,56;36,61;3,543;129,71;64,86
47,58;36,61;3,504;128,28;64,14
47,6;36,61;3,543;129,71;64,86
47,62;36,61;3,543;129,71;64,86
47,64;36,61;3,543;129,71;64,86
47,66;36,61;3,504;128,28;64,14
47,68;36,61;3,543;129,71;64,86
47,7;36,61;3,543;129,71;64,86
47,72;36,61;3,543;129,71;64,86
47,74;36,61;3,543;129,71;64,86
47,76;36,61;3,543;129,71;64,86
47,78;36,61;3,543;129,71;64,86
47,8;36,61;3,543;129,71;64,86
47,82;36,61;3,543;129,71;64,86
47,84;36,61;3,543;129,71;64,86
47,86;36,61;3,543;129,71;64,86
47,88;36,61;3,543;129,71;64,86
47,9;36,61;3,583;131,17;65,58
47,92;36,22;3,583;129,78;64,89
47,94;36,61;3,543;129,71;64,86
47,96;36,61;3,504;128,28;64,14
47,98;36,61;3,543;129,71;64,86
48;36,22;3,543;128,33;64,17
48,02;36,22;3,583;129,78;64,89
48,04;36,61;3,543;129,71;64,86
48,06;37,01;3,504;129,68;64,84
48,08;36,61;3,504;128,28;64,14
48,1;36,61;3,543;129,71;64,86
48,12;36,61;3,543;129,71;64,86
48,14;36,61;3,504;128,28;64,14
48,16;37,01;3,504;129,68;64,84
48,18;36,61;3,543;129,71;64,86
48,2;36,61;3,543;129,71;64,86
48,22;36,61;3,583;131,17;65,58
48,24;36,61;3,504;128,28;64,14
48,26;36,61;3,504;128,28;64,14
48,28;36,61;3,543;129,71;64,86
48,3;36,61;3,543;129,71;64,86
48,32;36,61;3,583;131,17;65,58
48,34;36,61;3,543;129,71;64,86
48,36;36,61;3,583;131,17;65,58
48,38;36,61;3,543;129,71;64,86
48,4;36,61;3,543;129,71;64,86
48,42;36,61;3,543;129,71;64,86
48,44;36,61;3,543;129,71;64,86
48,46;36,61;3,543;129,71;64,86
48,48;36,61;3,543;129,71;64,86
48,5;36,61;3,583;131,17;65,58
48,52;36,61;3,583;131,17;65,58
48,54;36,61;3,543;129,71;64,86
48,56;36,61;3,583;131,17;65,58
48,58;36,61;3,543;129,71;64,86
48,6;36,61;3,583;131,17;65,58
48,62;36,61;3,583;131,17;65,58
48,64;36,61;3,543;129,71;64,86
48,66;36,61;3,504;128,28;64,14
48,68;36,61;3,543;129,71;64,86
48,7;36,61;3,622;132,6;66,3
48,72;36,22;3,543;128,33;64,17
48,74;36,61;3,543;129,71;64,86
48,76;36,61;3,504;128,28;64,14
48,78;36,61;3,543;129,71;64,86
48,8;36,61;3,583;131,17;65,58
48,82;36,61;3,583;131,17;65,58
48,84;36,61;3,543;129,71;64,86
48,86;36,61;3,543;129,71;64,86
48,88;36,61;3,543;129,71;64,86
48,9;36,61;3,622;132,6;66,3
48,92;36,61;3,583;131,17;65,58
48,94;36,61;3,543;129,71;64,86
48,96;36,61;3,504;128,28;64,14
48,98;36,61;3,543;129,71;64,86
49;36,61;3,583;131,17;65,58
49,02;36,61;3,504;128,28;64,14
49,04;36,61;3,543;129,71;64,86
49,06;37,01;3,543;131,13;65,56
49,08;36,61;3,543;129,71;64,86
49,1;36,61;3,543;129,71;64,86
49,12;36,61;3,543;129,71;64,86
49,14;36,61;3,504;128,28;64,14
49,16;36,61;3,504;128,28;64,14
49,18;36,61;3,504;128,28;64,14
49,2;36,61;3,504;128,28;64,14
49,22;36,22;3,583;129,78;64,89
49,24;36,61;3,543;129,71;64,86
49,26;36,61;3,504;128,28;64,14
49,28;36,61;3,543;129,71;64,86
49,3;36,61;3,543;129,71;64,86
49,32;36,22;3,543;128,33;64,17
49,34;34,65;1,811;62,75;31,38
49,36;32,28;1,102;35,57;17,78
49,38;31,1;0,866;26,93;13,46
49,4;27,95;1,614;45,11;22,56
49,42;25,59;1,299;33,24;16,62
49,44;24,41;1,339;32,68;16,34
49,46;21,65;1,693;36,65;18,32
49,48;19,69;1,457;28,69;14,34
49,5;18,5;1,693;31,32;15,66
49,52;16,54;1,85;30,6;15,3
49,54;16,14;1,693;27,33;13,66
49,56;14,57;1,929;28,11;14,06
49,58;12,99;1,929;25,06;12,53
49,6;12,2;1,969;24,02;12,01
49,62;11,42;2,126;24,28;12,14
49,64;10,24;1,929;19,75;9,88
49,66;9,84;2,008;19,76;9,88
49,68;9,06;2,165;19,61;9,8
49,7;7,87;2,283;17,97;8,98
49,72;6,69;2,205;14,75;7,38
49,74;6,69;2,165;14,48;7,24
49,76;5,91;2,205;13,03;6,52
49,78;5,12;2,126;10,89;5,44
49,8;3,94;2,165;8,53;4,26
49,82;3,54;2,244;7,94;3,97
49,84;3,15;2,126;6,7;3,35
49,86;2,76;2,165;5,98;2,99
49,88;1,97;2,165;4,27;2,13
49,9;1,18;2,244;2,65;1,32
49,92;0,39;2,323;0,91;0,46
49,94;0,39;2,283;0,89;0,44
49,96;0;2,244;0;0
49,98;-0,39;2,283;-0,89;-0,44
50;-1,18;2,323;-2,74;-1,37
50,02;-1,97;2,362;-4,65;-2,33
50,04;-1,97;2,402;-4,73;-2,37
50,06;-2,36;2,323;-5,48;-2,74
50,08;-2,76;2,402;-6,63;-3,32
50,1;-3,15;2,441;-7,69;-3,84
50,12;-3,54;2,48;-8,78;-4,39
50,14;-3,94;2,48;-9,77;-4,88
50,16;-3,94;2,441;-9,62;-4,81
50,18;-3,94;2,441;-9,62;-4,81
50,2;-4,72;2,402;-11,34;-5,67
50,22;-5,12;2,48;-12,7;-6,35
50,24;-5,51;2,441;-13,45;-6,72
50,26;-5,51;2,402;-13,24;-6,62
50,28;-5,51;2,441;-13,45;-6,72
50,3;-5,91;2,48;-14,66;-7,33
50,32;-6,3;2,48;-15,62;-7,81
50,34;-6,3;2,48;-15,62;-7,81
50,36;-6,3;2,48;-15,62;-7,81
50,38;-6,69;2,48;-16,59;-8,3
50,4;-7,09;2,52;-17,87;-8,94
50,42;-7,09;2,48;-17,58;-8,79
50,44;-7,48;2,48;-18,55;-9,28
50,46;-7,09;2,48;-17,58;-8,79
50,48;-7,09;2,48;-17,58;-8,79
50,5;-7,48;2,52;-18,85;-9,43
50,52;-7,87;2,598;-20,45;-10,22
50,54;-7,87;2,559;-20,14;-10,07
50,56;-7,87;2,52;-19,83;-9,91
50,58;-8,27;2,52;-20,84;-10,42
50,6;-8,27;2,559;-21,16;-10,58
50,62;-8,66;2,559;-22,16;-11,08
50,64;-8,66;2,559;-22,16;-11,08
50,66;-8,66;2,559;-22,16;-11,08
50,68;-8,66;2,559;-22,16;-11,08
50,7;-9,06;2,559;-23,18;-11,59
50,72;-9,06;2,598;-23,54;-11,77
50,74;-9,06;2,559;-23,18;-11,59
50,76;-9,06;2,559;-23,18;-11,59
50,78;-9,06;2,48;-22,47;-11,24
50,8;-9,06;2,559;-23,18;-11,59
50,82;-9,45;2,598;-24,55;-12,28
50,84;-9,45;2,598;-24,55;-12,28
50,86;-9,06;2,559;-23,18;-11,59
50,88;-9,06;2,559;-23,18;-11,59
50,9;-9,45;2,598;-24,55;-12,28
50,92;-9,84;2,598;-25,56;-12,78
50,94;-9,84;2,598;-25,56;-12,78
50,96;-9,84;2,598;-25,56;-12,78
50,98;-9,45;2,559;-24,18;-12,09
51;-9,84;2,638;-25,96;-12,98
51,02;-9,84;2,638;-25,96;-12,98
51,04;-9,84;2,598;-25,56;-12,78
51,06;-9,84;2,559;-25,18;-12,59
51,08;-9,84;2,559;-25,18;-12,59
51,1;-9,84;2,598;-25,56;-12,78
51,12;-10,24;2,638;-27,01;-13,5
51,14;-10,24;2,598;-26,6;-13,3
51,16;-9,84;2,559;-25,18;-12,59
51,18;-9,84;2,559;-25,18;-12,59
51,2;-10,24;2,598;-26,6;-13,3
51,22;-10,63;2,638;-28,04;-14,02
51,24;-10,24;2,638;-27,01;-13,5
51,26;-10,63;2,559;-27,2;-13,6
51,28;-10,24;2,598;-26,6;-13,3
51,3;-10,24;2,598;-26,6;-13,3
51,32;-10,63;2,638;-28,04;-14,02
51,34;-10,63;2,638;-28,04;-14,02
51,36;-10,24;2,598;-26,6;-13,3
51,38;-10,24;2,598;-26,6;-13,3
51,4;-10,24;2,638;-27,01;-13,5
51,42;-10,63;2,638;-28,04;-14,02
51,44;-10,63;2,638;-28,04;-14,02
51,46;-10,63;2,598;-27,62;-13,81
51,48;-10,63;2,638;-28,04;-14,02
51,5;-10,63;2,638;-28,04;-14,02
51,52;-10,63;2,638;-28,04;-14,02
51,54;-10,63;2,638;-28,04;-14,02
51,56;-10,63;2,638;-28,04;-14,02
51,58;-10,63;2,598;-27,62;-13,81
51,6;-10,63;2,638;-28,04;-14,02
51,62;-10,63;2,638;-28,04;-14,02
51,64;-10,63;2,638;-28,04;-14,02
51,66;-10,63;2,598;-27,62;-13,81
51,68;-10,63;2,598;-27,62;-13,81
51,7;-10,63;2,598;-27,62;-13,81
51,72;-11,42;2,638;-30,13;-15,06
51,74;-11,02;2,638;-29,07;-14,54
51,76;-10,63;2,638;-28,04;-14,02
51,78;-10,63;2,638;-28,04;-14,02
51,8;-11,02;2,638;-29,07;-14,54
51,82;-11,42;2,638;-30,13;-15,06
51,84;-11,02;2,638;-29,07;-14,54
51,86;-10,63;2,598;-27,62;-13,81
51,88;-10,63;2,598;-27,62;-13,81
51,9;-11,02;2,638;-29,07;-14,54
51,92;-11,02;2,638;-29,07;-14,54
51,94;-11,02;2,638;-29,07;-14,54
51,96;-10,63;2,638;-28,04;-14,02
51,98;-10,63;2,598;-27,62;-13,81
52;-10,63;2,638;-28,04;-14,02
52,02;-11,42;2,638;-30,13;-15,06
52,04;-11,02;2,638;-29,07;-14,54
52,06;-10,63;2,598;-27,62;-13,81
52,08;-10,63;2,598;-27,62;-13,81
52,1;-11,02;2,638;-29,07;-14,54
52,12;-11,42;2,638;-30,13;-15,06
52,14;-11,02;2,638;-29,07;-14,54
52,16;-11,02;2,638;-29,07;-14,54
52,18;-10,63;2,638;-28,04;-14,02
52,2;-10,63;2,638;-28,04;-14,02
52,22;-11,42;2,638;-30,13;-15,06
52,24;-11,42;2,638;-30,13;-15,06
52,26;-11,02;2,638;-29,07;-14,54
52,28;-10,63;2,598;-27,62;-13,81
52,3;-11,02;2,638;-29,07;-14,54
52,32;-11,42;2,638;-30,13;-15,06
52,34;-11,42;2,638;-30,13;-15,06
52,36;-11,02;2,638;-29,07;-14,54
52,38;-11,02;2,598;-28,63;-14,32
52,4;-11,02;2,638;-29,07;-14,54
52,42;-11,42;2,638;-30,13;-15,06
52,44;-11,42;2,638;-30,13;-15,06
52,46;-11,02;2,598;-28,63;-14,32
52,48;-10,63;2,598;-27,62;-13,81
52,5;-11,02;2,638;-29,07;-14,54
52,52;-11,42;2,677;-30,57;-15,28
52,54;-11,42;2,638;-30,13;-15,06
52,56;-11,02;2,638;-29,07;-14,54
52,58;-11,02;2,638;-29,07;-14,54
52,6;-11,42;2,638;-30,13;-15,06
52,62;-11,42;2,638;-30,13;-15,06
52,64;-11,42;2,638;-30,13;-15,06
52,66;-11,42;2,598;-29,67;-14,84
52,68;-11,02;2,638;-29,07;-14,54
52,7;-11,42;2,638;-30,13;-15,06
52,72;-11,81;2,638;-31,15;-15,58
52,74;-11,81;2,638;-31,15;-15,58
52,76;-11,42;2,638;-30,13;-15,06
52,78;-11,02;2,598;-28,63;-14,32
52,8;-11,02;2,598;-28,63;-14,32
52,82;-11,42;2,638;-30,13;-15,06
52,84;-11,81;2,638;-31,15;-15,58
52,86;-11,02;2,638;-29,07;-14,54
52,88;-11,02;2,638;-29,07;-14,54
52,9;-11,42;2,638;-30,13;-15,06
52,92;-11,42;2,638;-30,13;-15,06
52,94;-11,81;2,638;-31,15;-15,58
52,96;-11,42;2,638;-30,13;-15,06
52,98;-11,02;2,598;-28,63;-14,32
53;-11,42;2,638;-30,13;-15,06
53,02;-11,81;2,638;-31,15;-15,58
53,04;-11,81;2,638;-31,15;-15,58
53,06;-11,42;2,598;-29,67;-14,84
53,08;-11,02;2,598;-28,63;-14,32
53,1;-11,02;2,559;-28,2;-14,1
53,12;-11,42;2,638;-30,13;-15,06
53,14;-11,42;2,638;-30,13;-15,06
53,16;-11,42;2,598;-29,67;-14,84
53,18;-11,42;2,559;-29,22;-14,61
53,2;-11,42;2,638;-30,13;-15,06
53,22;-11,42;2,638;-30,13;-15,06
53,24;-11,81;2,638;-31,15;-15,58
53,26;-11,42;2,638;-30,13;-15,06
53,28;-11,02;2,598;-28,63;-14,32
53,3;-11,42;2,638;-30,13;-15,06
53,32;-11,81;2,638;-31,15;-15,58
53,34;-11,81;2,638;-31,15;-15,58
53,36;-11,81;2,638;-31,15;-15,58
53,38;-11,02;2,598;-28,63;-14,32
53,4;-11,42;2,638;-30,13;-15,06
53,42;-11,81;2,638;-31,15;-15,58
53,44;-11,81;2,677;-31,62;-15,81
53,46;-11,42;2,638;-30,13;-15,06
53,48;-11,02;2,598;-28,63;-14,32
53,5;-11,42;2,638;-30,13;-15,06
53,52;-11,81;2,638;-31,15;-15,58
53,54;-11,81;2,677;-31,62;-15,81
53,56;-11,42;2,638;-30,13;-15,06
53,58;-11,02;2,638;-29,07;-14,54
53,6;-11,42;2,638;-30,13;-15,06
53,62;-11,81;2,638;-31,15;-15,58
53,64;-11,81;2,638;-31,15;-15,58
53,66;-11,42;2,638;-30,13;-15,06
53,68;-11,02;2,598;-28,63;-14,32
53,7;-11,42;2,638;-30,13;-15,06
53,72;-11,81;2,638;-31,15;-15,58
53,74;-11,81;2,638;-31,15;-15,58
53,76;-11,42;2,598;-29,67;-14,84
53,78;-11,42;2,598;-29,67;-14,84
53,8;-11,42;2,638;-30,13;-15,06
53,82;-11,81;2,638;-31,15;-15,58
53,84;-11,81;2,638;-31,15;-15,58
53,86;-11,81;2,598;-30,68;-15,34
53,88;-11,02;2,598;-28,63;-14,32
53,9;-11,42;2,638;-30,13;-15,06
53,92;-11,81;2,638;-31,15;-15,58
53,94;-11,81;2,717;-32,09;-16,05
53,96;-11,42;2,638;-30,13;-15,06
53,98;-11,42;2,598;-29,67;-14,84
54;-11,81;2,638;-31,15;-15,58
54,02;-11,81;2,638;-31,15;-15,58
54,04;-11,81;2,638;-31,15;-15,58
54,06;-11,81;2,598;-30,68;-15,34
54,08;-11,02;2,598;-28,63;-14,32
54,1;-11,42;2,638;-30,13;-15,06
54,12;-11,81;2,638;-31,15;-15,58
54,14;-11,81;2,638;-31,15;-15,58
54,16;-11,81;2,598;-30,68;-15,34
54,18;-11,02;2,559;-28,2;-14,1
54,2;-11,42;2,598;-29,67;-14,84
54,22;-11,81;2,638;-31,15;-15,58
54,24;-11,81;2,638;-31,15;-15,58
54,26;-11,81;2,598;-30,68;-15,34
54,28;-11,42;2,559;-29,22;-14,61
54,3;-11,42;2,638;-30,13;-15,06
54,32;-11,81;2,638;-31,15;-15,58
54,34;-12,2;2,677;-32,66;-16,33
54,36;-11,81;2,638;-31,15;-15,58
54,38;-11,42;2,559;-29,22;-14,61
54,4;-11,81;2,638;-31,15;-15,58
54,42;-11,81;2,638;-31,15;-15,58
54,44;-11,81;2,638;-31,15;-15,58
54,46;-11,81;2,598;-30,68;-15,34
54,48;-11,42;2,598;-29,67;-14,84
54,5;-11,42;2,638;-30,13;-15,06
54,52;-11,81;2,638;-31,15;-15,58
54,54;-11,81;2,638;-31,15;-15,58
54,56;-11,81;2,638;-31,15;-15,58
54,58;-11,42;2,598;-29,67;-14,84
54,6;-11,42;2,598;-29,67;-14,84
54,62;-11,81;2,638;-31,15;-15,58
54,64;-11,81;2,638;-31,15;-15,58
54,66;-11,81;2,598;-30,68;-15,34
54,68;-11,42;2,598;-29,67;-14,84
54,7;-11,42;2,598;-29,67;-14,84
54,72;-11,81;2,638;-31,15;-15,58
54,74;-11,81;2,638;-31,15;-15,58
54,76;-11,81;2,638;-31,15;-15,58
54,78;-11,42;2,559;-29,22;-14,61
54,8;-11,42;2,598;-29,67;-14,84
54,82;-11,81;2,638;-31,15;-15,58
54,84;-11,81;2,638;-31,15;-15,58
54,86;-11,81;2,638;-31,15;-15,58
54,88;-11,42;2,598;-29,67;-14,84
54,9;-11,42;2,638;-30,13;-15,06
54,92;-11,81;2,638;-31,15;-15,58
54,94;-11,81;2,638;-31,15;-15,58
54,96;-11,81;2,638;-31,15;-15,58
54,98;-11,42;2,598;-29,67;-14,84
55;-11,42;2,638;-30,13;-15,06
55,02;-11,81;2,638;-31,15;-15,58
55,04;-11,81;2,638;-31,15;-15,58
55,06;-11,81;2,638;-31,15;-15,58
55,08;-11,02;2,598;-28,63;-14,32
55,1;-11,42;2,598;-29,67;-14,84
55,12;-11,81;2,638;-31,15;-15,58
55,14;-11,81;2,638;-31,15;-15,58
55,16;-11,81;2,598;-30,68;-15,34
55,18;-11,42;2,598;-29,67;-14,84
55,2;-11,42;2,598;-29,67;-14,84
55,22;-11,81;2,598;-30,68;-15,34
55,24;-11,81;2,638;-31,15;-15,58
55,26;-11,81;2,598;-30,68;-15,34
55,28;-11,42;2,598;-29,67;-14,84
55,3;-11,81;2,598;-30,68;-15,34
55,32;-11,81;2,677;-31,62;-15,81
55,34;-12,2;2,638;-32,18;-16,09
55,36;-11,81;2,638;-31,15;-15,58
55,38;-11,42;2,638;-30,13;-15,06
55,4;-11,42;2,638;-30,13;-15,06
55,42;-11,81;2,638;-31,15;-15,58
55,44;-11,81;2,638;-31,15;-15,58
55,46;-11,81;2,638;-31,15;-15,58
55,48;-11,42;2,598;-29,67;-14,84
55,5;-11,42;2,598;-29,67;-14,84
55,52;-11,81;2,638;-31,15;-15,58
55,54;-12,2;2,638;-32,18;-16,09
55,56;-11,81;2,638;-31,15;-15,58
55,58;-11,42;2,598;-29,67;-14,84
55,6;-11,42;2,598;-29,67;-14,84
55,62;-11,81;2,638;-31,15;-15,58
55,64;-11,81;2,638;-31,15;-15,58
55,66;-11,81;2,638;-31,15;-15,58
55,68;-11,42;2,559;-29,22;-14,61
55,7;-11,42;2,598;-29,67;-14,84
55,72;-11,81;2,677;-31,62;-15,81
55,74;-11,81;2,638;-31,15;-15,58
55,76;-11,81;2,638;-31,15;-15,58
55,78;-11,42;2,598;-29,67;-14,84
55,8;-11,81;2,598;-30,68;-15,34
55,82;-11,81;2,638;-31,15;-15,58
55,84;-11,81;2,677;-31,62;-15,81
55,86;-11,81;2,638;-31,15;-15,58
55,88;-11,42;2,598;-29,67;-14,84
55,9;-11,42;2,598;-29,67;-14,84
55,92;-11,81;2,638;-31,15;-15,58
55,94;-12,2;2,638;-32,18;-16,09
55,96;-11,81;2,638;-31,15;-15,58
55,98;-11,42;2,598;-29,67;-14,84
56;-11,42;2,598;-29,67;-14,84
56,02;-11,81;2,638;-31,15;-15,58
56,04;-11,81;2,677;-31,62;-15,81
56,06;-11,81;2,638;-31,15;-15,58
56,08;-11,42;2,598;-29,67;-14,84
56,1;-11,42;2,559;-29,22;-14,61
56,12;-11,81;2,598;-30,68;-15,34
56,14;-12,2;2,638;-32,18;-16,09
56,16;-11,81;2,598;-30,68;-15,34
56,18;-11,42;2,559;-29,22;-14,61
56,2;-11,42;2,559;-29,22;-14,61
56,22;-11,81;2,598;-30,68;-15,34
56,24;-11,81;2,638;-31,15;-15,58
56,26;-11,81;2,638;-31,15;-15,58
56,28;-11,42;2,559;-29,22;-14,61
56,3;-11,42;2,598;-29,67;-14,84
56,32;-11,81;2,638;-31,15;-15,58
56,34;-12,2;2,638;-32,18;-16,09
56,36;-11,81;2,638;-31,15;-15,58
56,38;-11,42;2,598;-29,67;-14,84
56,4;-11,42;2,598;-29,67;-14,84
56,42;-11,81;2,638;-31,15;-15,58
56,44;-12,2;2,638;-32,18;-16,09
56,46;-11,81;2,638;-31,15;-15,58
56,48;-11,81;2,559;-30,22;-15,11
56,5;-11,42;2,598;-29,67;-14,84
56,52;-11,81;2,638;-31,15;-15,58
56,54;-12,2;2,638;-32,18;-16,09
56,56;-11,81;2,638;-31,15;-15,58
56,58;-11,81;2,598;-30,68;-15,34
